1209 SUMMIT AVE.,2,4/5/2012,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,668","$385,900",n/a,"$385,900","$6,251.58"
1209 SUMMIT AVE.,2,3/31/2011,"$60,000",7,"$18,000",n/a,"$18,000","$1,404.00",SHHT,2010,Condo,"1,632","$379,700",n/a,"$379,700","$6,151.14"
1209 SUMMIT AVE.,2,12/22/2010,"$118,000",26,"$35,400",n/a,"$35,400","$2,761.20",SHHT,2010,Condo,"1,761","$407,300",n/a,"$407,300","$6,598.26"
1209 SUMMIT AVE.,2,3/4/2011,"$79,000",7,"$23,700",n/a,"$23,700","$1,848.60",SHHT,2010,Condo,"1,649","$382,600",n/a,"$382,600","$6,198.12"
1209 SUMMIT AVE.,2,12/29/2010,"$79,000",21,"$23,700",n/a,"$23,700","$1,848.60",SHHT,2010,Condo,"1,645","$381,900",n/a,"$381,900","$6,186.78"
1209 SUMMIT AVE.,2,12/29/2010,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,761","$407,300",n/a,"$407,300","$6,598.26"
1209 SUMMIT AVE.,2,12/21/2010,"$60,000",26,"$18,000",n/a,"$18,000","$1,404.00",SHHT,2010,Condo,"1,647","$387,800",n/a,"$387,800","$6,282.36"
1209 SUMMIT AVE.,2,3/30/2012,"$268,000",15,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,668","$385,900",n/a,"$385,900","$6,251.58"
1209 SUMMIT AVE.,2,6/26/2011,"$118,000",7,"$35,400",n/a,"$35,400","$2,761.20",SHHT,2010,Condo,"1,679","$387,800",n/a,"$387,800","$6,282.36"
1209 SUMMIT AVE.,2,1/27/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,687","$394,700",n/a,"$394,700","$6,394.14"
1209 SUMMIT AVE.,2,1/3/2011,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,787","$411,800",n/a,"$411,800","$6,671.16"
1209 SUMMIT AVE.,2,9/22/2017,"$390,000",31,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,781","$410,800",n/a,"$410,800","$6,654.96"
1209 SUMMIT AVE.,2,1/20/2011,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,743","$404,300",n/a,"$404,300","$6,549.66"
1209 SUMMIT AVE.,2,8/18/2017,"$412,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,622","$386,100",n/a,"$386,100","$6,254.82"
1209 SUMMIT AVE.,2,5/25/2017,"$402,000",,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,697","$396,400",n/a,"$396,400","$6,421.68"
1209 SUMMIT AVE.,2,4/8/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,719","$400,100",n/a,"$400,100","$6,481.62"
1209 SUMMIT AVE.,2,12/4/2010,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,779","$410,400",n/a,"$410,400","$6,648.48"
1209 SUMMIT AVE.,2,12/11/2008,"$3,875,024",15,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,891","$429,600",n/a,"$429,600","$6,959.52"
1209 SUMMIT AVE.,2,8/22/2017,"$395,000",,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,676","$392,800",n/a,"$392,800","$6,363.36"
1209 SUMMIT AVE.,2,7/22/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,670","$391,800",n/a,"$391,800","$6,347.16"
1209 SUMMIT AVE.,2,6/9/2017,"$400,000",,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,683","$394,000",n/a,"$394,000","$6,382.80"
1209 SUMMIT AVE.,2,7/29/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,679","$387,800",n/a,"$387,800","$6,282.36"
1209 SUMMIT AVE.,2,11/29/2016,"$374,000",,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,676","$392,800",n/a,"$392,800","$6,363.36"
1209 SUMMIT AVE.,2,7/18/2012,$0,4,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,868","$425,700",n/a,"$425,700","$6,896.34"
1209 SUMMIT AVE.,2,1/18/2011,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,748","$405,100",n/a,"$405,100","$6,562.62"
1209 SUMMIT AVE.,2,5/17/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,750","$405,500",n/a,"$405,500","$6,569.10"
1209 SUMMIT AVE.,2,8/26/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,727","$401,500",n/a,"$401,500","$6,504.30"
1209 SUMMIT AVE.,2,7/7/2011,"$268,000",7,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,622","$383,500",n/a,"$383,500","$6,212.70"
1209 SUMMIT AVE.,2,5/26/2017,"$420,000",,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,743","$404,300",n/a,"$404,300","$6,549.66"
1209 SUMMIT AVE.,2,12/21/2010,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,781","$410,800",n/a,"$410,800","$6,654.96"
1209 SUMMIT AVE.,2,12/21/2010,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,785","$411,500",n/a,"$411,500","$6,666.30"
1209 SUMMIT AVE.,2,12/22/2010,"$268,000",26,"$80,400",n/a,"$80,400","$6,271.20",SHHT,2010,Condo,"1,687","$394,700",n/a,"$394,700","$6,394.14"
94 NORTH ST.,2,8/14/2009,"$140,000",10,"$44,400",n/a,"$44,400","$3,463.20",NSHT,1930,Condo,"1,210","$206,200",n/a,"$206,200","$3,340.44"
94 NORTH ST.,2,12/27/2001,"$61,000",,"$44,400",n/a,"$44,400","$3,463.20",NSHT,1930,Condo,"1,212","$206,400",n/a,"$206,400","$3,343.68"
96 NORTH ST.,2,6/27/2013,"$105,000",,"$38,900",n/a,"$38,900","$3,034.20",NSHT,1930,Condo,"1,062","$193,000",n/a,"$193,000","$3,126.60"
96 NORTH ST.,2,5/2/2017,"$190,000",,"$39,300",n/a,"$39,300","$3,065.40",NSHT,1930,Condo,"1,071","$186,400",n/a,"$186,400","$3,019.68"
98 NORTH ST.,2,7/18/2003,"$95,000",,"$45,200",n/a,"$45,200","$3,525.60",NSHT,1930,Condo,"1,233","$230,200",n/a,"$230,200","$3,729.24"
98 NORTH ST.,2,11/13/2017,$1,25,"$44,400",n/a,"$44,400","$3,463.20",NSHT,1930,Condo,"1,230","$199,600",n/a,"$199,600","$3,233.52"
94 NORTH ST.,2,3/6/2003,"$92,500",,"$30,000",n/a,"$30,000","$2,340.00",NSHT,1930,Condo,"1,252","$210,000",n/a,"$210,000","$3,402.00"
94 NORTH ST.,2,6/4/2014,"$98,500",13,"$48,000",n/a,"$48,000","$3,744.00",NSHT,1930,Condo,"1,308","$214,900",n/a,"$214,900","$3,481.38"
96 NORTH ST.,2,3/3/2015,"$110,000",,"$33,400",n/a,"$33,400","$2,605.20",NSHT,1930,Condo,"1,113","$197,500",n/a,"$197,500","$3,199.50"
96 NORTH ST.,2,10/7/2003,"$98,000",,"$33,700",n/a,"$33,700","$2,628.60",NSHT,1930,Condo,"1,122","$198,300",n/a,"$198,300","$3,212.46"
98 NORTH ST.,2,10/28/2004,"$120,000",,"$48,000",n/a,"$48,000","$3,744.00",NSHT,1930,Condo,"1,308","$236,500",n/a,"$236,500","$3,831.30"
98 NORTH ST.,2,8/22/1991,"$50,000",,"$30,900",n/a,"$30,900","$2,410.20",NSHT,1930,Condo,"1,287","$213,000",n/a,"$213,000","$3,450.60"
94 NORTH ST.,2,2/20/2004,"$85,000",,"$45,900",n/a,"$45,900","$3,580.20",NSHT,1930,Condo,"1,252","$210,000",n/a,"$210,000","$3,402.00"
94 NORTH ST.,2,11/20/2005,"$140,000",,"$48,000",n/a,"$48,000","$3,744.00",NSHT,1930,Condo,"1,308","$214,900",n/a,"$214,900","$3,481.38"
96 NORTH ST.,2,12/30/2016,$100,12,"$33,400",n/a,"$33,400","$2,605.20",NSHT,1930,Condo,"1,113","$197,500",n/a,"$197,500","$3,199.50"
96 NORTH ST.,2,7/26/1994,$0,,"$33,700",n/a,"$33,700","$2,628.60",NSHT,1930,Condo,"1,122","$221,000",n/a,"$221,000","$3,580.20"
98 NORTH ST.,2,12/30/2016,$100,12,"$48,000",n/a,"$48,000","$3,744.00",NSHT,1930,Condo,"1,308","$197,400",n/a,"$197,400","$3,197.88"
98 NORTH ST.,2,6/30/1998,"$30,000",,"$31,000",n/a,"$31,000","$2,418.00",NSHT,1930,Condo,"1,287","$204,400",n/a,"$204,400","$3,311.28"
94 NORTH ST.,2,11/15/2004,"$141,750",,"$45,900",n/a,"$45,900","$3,580.20",NSHT,1930,Condo,"1,252","$210,000",n/a,"$210,000","$3,402.00"
94 NORTH ST.,2,8/18/2016,"$207,000",,"$39,000",n/a,"$39,000","$3,042.00",NSHT,1930,Condo,"1,308","$206,200",n/a,"$206,200","$3,340.44"
96 NORTH ST.,2,3/23/2015,"$110,000",,"$34,400",n/a,"$34,400","$2,683.20",NSHT,1930,Condo,"1,122","$190,600",n/a,"$190,600","$3,087.72"
96 NORTH ST.,2,7/22/2013,"$82,500",,"$41,100",n/a,"$41,100","$3,205.80",NSHT,1930,Condo,"1,122","$221,000",n/a,"$221,000","$3,580.20"
98 NORTH ST.,2,12/22/2003,"$94,000",,"$39,200",n/a,"$39,200","$3,057.60",NSHT,1930,Condo,"1,308","$236,500",n/a,"$236,500","$3,831.30"
98 NORTH ST.,2,10/3/2005,"$200,000",,"$30,600",n/a,"$30,600","$2,386.80",NSHT,1930,Condo,"1,287","$213,000",n/a,"$213,000","$3,450.60"
464-470 CENTRAL AVE.,2,5/20/1987,"$105,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,620,"$283,700",n/a,"$283,700","$4,595.94"
464-470 CENTRAL AVE.,2,5/16/2006,$1,4,"$40,200",n/a,"$40,200","$3,135.60",SCHT,1876,Condo,620,"$243,700",n/a,"$243,700","$3,947.94"
464-470 CENTRAL AVE.,2,1/16/2001,"$78,000",,"$33,600",n/a,"$33,600","$2,620.80",SCHT,1876,Condo,620,"$231,800",n/a,"$231,800","$3,755.16"
464-470 CENTRAL AVE.,2,9/29/1994,"$30,000",,"$34,100",n/a,"$34,100","$2,659.80",SCHT,1876,Condo,620,"$273,500",n/a,"$273,500","$4,430.70"
464-470 CENTRAL AVE.,2,6/28/2017,"$200,000",12,"$34,100",n/a,"$34,100","$2,659.80",SCHT,1876,Condo,620,"$261,500",n/a,"$261,500","$4,236.30"
464-470 CENTRAL AVE.,2,8/27/2015,"$279,000",,"$39,200",n/a,"$39,200","$3,057.60",SCHT,1876,Condo,620,"$261,500",n/a,"$261,500","$4,236.30"
464-470 CENTRAL AVE.,2,1/19/2009,"$171,000",,"$34,100",n/a,"$34,100","$2,659.80",SCHT,1876,Condo,620,"$261,500",n/a,"$261,500","$4,236.30"
464-470 CENTRAL AVE.,2,9/27/2016,"$136,000",12,"$34,100",n/a,"$34,100","$2,659.80",SCHT,1876,Condo,620,"$261,500",n/a,"$261,500","$4,236.30"
464-470 CENTRAL AVE.,2,8/22/2017,$1,31,"$33,600",n/a,"$33,600","$2,620.80",SCHT,1876,Condo,620,"$231,800",n/a,"$231,800","$3,755.16"
464-470 CENTRAL AVE.,2,10/30/2013,"$142,000",,"$36,600",n/a,"$36,600","$2,854.80",SCHT,1876,Condo,665,"$280,100",n/a,"$280,100","$4,537.62"
464-470 CENTRAL AVE.,2,7/10/1986,"$79,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,680,"$282,300",n/a,"$282,300","$4,573.26"
464-470 CENTRAL AVE.,2,8/11/2017,"$250,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,680,"$241,600",n/a,"$241,600","$3,913.92"
464-470 CENTRAL AVE.,2,8/31/2016,"$231,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,680,"$252,500",n/a,"$252,500","$4,090.50"
464-470 CENTRAL AVE,2,9/20/1994,"$25,000",,"$35,800",n/a,"$35,800","$2,792.40",SCHT,1876,Condo,650,"$281,200",n/a,"$281,200","$4,555.44"
464-470 CENTRAL AVE.,2,11/21/2005,"$425,000",,"$53,800",n/a,"$53,800","$4,196.40",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,12/3/1983,"$53,900",,"$35,800",n/a,"$35,800","$2,792.40",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,5/25/2017,"$256,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$249,100",n/a,"$249,100","$4,035.42"
464-470 CENTRAL AVE.,2,1/29/2004,"$136,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$269,300",n/a,"$269,300","$4,362.66"
464-470 CENTRAL AVENUE,2,9/17/2012,"$140,000",,"$36,600",n/a,"$36,600","$2,854.80",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,3/8/2002,"$104,900",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,6/26/1985,"$68,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,4/7/2006,"$67,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,9/22/1987,"$90,000",,"$35,800",n/a,"$35,800","$2,792.40",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,2/15/2013,"$333,000",,"$53,800",n/a,"$53,800","$4,196.40",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,3/13/2017,"$245,000",,"$35,800",n/a,"$35,800","$2,792.40",SCHT,1876,Condo,650,"$236,200",n/a,"$236,200","$3,826.44"
464-470 CENTRAL AVE.,2,4/7/2016,"$260,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$248,100",n/a,"$248,100","$4,019.22"
464-470 CENTRAL AVE.,2,8/29/1983,"$59,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$265,900",n/a,"$265,900","$4,307.58"
464-470 CENTRAL AVE.,2,6/28/2002,"$114,000",,"$37,400",n/a,"$37,400","$2,917.20",SCHT,1876,Condo,650,"$265,900",n/a,"$265,900","$4,307.58"
464-470 CENTRAL AVE.,2,4/25/2017,"$249,000",12,"$40,200",n/a,"$40,200","$3,135.60",SCHT,1876,Condo,730,"$277,700",n/a,"$277,700","$4,498.74"
176 SHERMAN AVE.,2,5/2/2017,"$513,000",,"$135,600",n/a,"$135,600","$10,576.80",BCHT,2006,Condo,"1,716","$555,800",n/a,"$555,800","$9,003.96"
176 SHERMAN AVE.,2,2/27/2013,"$325,000",,"$99,000",n/a,"$99,000","$7,722.00",BCHT,2006,Condo,"1,117","$481,400",n/a,"$481,400","$7,798.68"
176 SHERMAN AVE.,2,9/28/2016,$1,25,"$115,000",n/a,"$115,000","$8,970.00",BCHT,2006,Condo,"1,293","$526,800",n/a,"$526,800","$8,534.16"
176 SHERMAN AVE.,2,12/11/2006,"$370,000",,"$115,000",n/a,"$115,000","$8,970.00",BCHT,2006,Condo,"1,298","$528,100",n/a,"$528,100","$8,555.22"
176 SHERMAN AVE.,2,11/27/2006,"$365,000",,"$106,500",n/a,"$106,500","$8,307.00",BCHT,2006,Condo,"1,331","$536,900",n/a,"$536,900","$8,697.78"
176 SHERMAN AVE.,2,10/26/2006,"$434,000",7,"$118,600",n/a,"$118,600","$9,250.80",BCHT,2006,Condo,"1,385","$557,100",n/a,"$557,100","$9,025.02"
176 SHERMAN AVE.,2,11/1/2006,"$407,500",7,"$99,700",n/a,"$99,700","$7,776.60",BCHT,2006,Condo,"1,274","$521,700",n/a,"$521,700","$8,451.54"
176 SHERMAN AVE.,2,3/29/2016,"$450,000",,"$119,700",n/a,"$119,700","$9,336.60",BCHT,2006,Condo,"1,273","$522,800",n/a,"$522,800","$8,469.36"
176 SHERMAN AVE.,2,2/29/2012,"$290,000",,"$86,400",n/a,"$86,400","$6,739.20",BCHT,2006,Condo,"1,300","$528,600",n/a,"$528,600","$8,563.32"
176 SHERMAN AVE.,2,11/27/2012,"$315,000",,"$81,100",n/a,"$81,100","$6,325.80",BCHT,2006,Condo,"1,220","$507,400",n/a,"$507,400","$8,219.88"
176 SHERMAN AVE.,2,12/16/2016,$1,4,"$97,400",n/a,"$97,400","$7,597.20",BCHT,2006,Condo,"1,140","$486,200",n/a,"$486,200","$7,876.44"
176 SHERMAN AVE.,2,5/13/2015,"$425,000",,"$95,100",n/a,"$95,100","$7,417.80",BCHT,2006,Condo,"1,086","$471,900",n/a,"$471,900","$7,644.78"
176 SHERMAN AVE.,2,6/26/2017,"$514,000",,"$96,400",n/a,"$96,400","$7,519.20",BCHT,2006,Condo,"1,157","$492,100",n/a,"$492,100","$7,972.02"
176 SHERMAN AVE.,2,1/23/2012,"$255,000",10,"$85,100",n/a,"$85,100","$6,637.80",BCHT,2006,Condo,"1,220","$507,400",n/a,"$507,400","$8,219.88"
176 SHERMAN AVE.,2,3/21/2014,"$561,000",30,"$163,800",n/a,"$163,800","$12,776.40",BCHT,2006,Condo,"1,642","$619,300",n/a,"$619,300","$10,032.66"
176 SHERMAN AVE.,2,1/30/2007,"$465,000",,"$129,100",n/a,"$129,100","$10,069.80",BCHT,2006,Condo,"1,511","$584,600",n/a,"$584,600","$9,470.52"
176 SHERMAN AVE.,2,7/31/2015,"$612,000",,"$131,000",n/a,"$131,000","$10,218.00",BCHT,2006,Condo,"1,625","$614,800",n/a,"$614,800","$9,959.76"
176 SHERMAN AVE.,1,12/7/2006,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,5/13/2015,"$425,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,3/21/2014,"$561,000",30,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,3/21/2014,"$561,000",30,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,11/27/2012,$1,1,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,2/27/2013,"$325,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,11/27/2006,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,6/26/2017,"$514,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,11/1/2006,"$30,000",7,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,10/30/2006,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,11/30/2006,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,1/30/2007,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,1/30/2007,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,7/31/2015,"$612,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,7/31/2015,"$612,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,5/21/2008,"$360,000",8,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,10/26/2006,"$30,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,5/1/2013,$1,1,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,9/28/2016,$1,25,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,9/28/2016,$1,25,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,1/23/2012,$0,10,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
176 SHERMAN AVE.,1,2/29/2012,"$290,000",,"$8,600",n/a,"$8,600",$670.80,BCHT,n/a,n/a,n/a,"$25,000",n/a,"$25,000",$405.00
1 CONGRESS ST.,2,,$0,,"$25,000",n/a,"$25,000","$1,950.00",KAHT,1965,Condo,471,"$220,800",n/a,"$220,800","$3,576.96"
1 CONGRESS ST.,2,3/1/2012,"$105,000",,"$14,100",n/a,"$14,100","$1,099.80",KAHT,1965,Condo,471,"$220,800",n/a,"$220,800","$3,576.96"
1 CONGRESS ST.,2,2/16/1998,$0,12,"$28,200",n/a,"$28,200","$2,199.60",KAHT,1965,Condo,939,"$311,000",n/a,"$311,000","$5,038.20"
1 CONGRESS ST.,2,12/14/1988,$0,,"$28,200",n/a,"$28,200","$2,199.60",KAHT,1965,Condo,939,"$305,900",n/a,"$305,900","$4,955.58"
1 CONGRESS ST.,2,10/29/1987,"$87,500",,"$26,100",n/a,"$26,100","$2,035.80",KAHT,1965,Condo,871,"$295,900",n/a,"$295,900","$4,793.58"
1 CONGRESS ST.,2,6/27/2017,"$275,000",3,"$30,600",n/a,"$30,600","$2,386.80",KAHT,1965,Condo,"1,019","$317,700",n/a,"$317,700","$5,146.74"
1 CONGRESS ST.,2,10/9/1992,$0,,"$26,100",n/a,"$26,100","$2,035.80",KAHT,1965,Condo,871,"$295,900",n/a,"$295,900","$4,793.58"
1 CONGRESS ST.,2,10/13/2017,"$259,000",,"$26,100",n/a,"$26,100","$2,035.80",KAHT,1965,Condo,871,"$261,100",n/a,"$261,100","$4,229.82"
1 CONGRESS ST.,2,10/11/2002,"$85,000",,"$26,100",n/a,"$26,100","$2,035.80",KAHT,1965,Condo,871,"$295,900",n/a,"$295,900","$4,793.58"
1 CONGRESS ST.,2,11/21/1985,"$40,000",,"$27,800",n/a,"$27,800","$2,168.40",KAHT,1965,Condo,928,"$304,300",n/a,"$304,300","$4,929.66"
1 CONGRESS ST.,2,7/24/2017,"$325,000",,"$28,000",n/a,"$28,000","$2,184.00",KAHT,1965,Condo,933,"$305,000",n/a,"$305,000","$4,941.00"
1 CONGRESS ST.,2,11/15/2001,"$20,000",,"$15,700",n/a,"$15,700","$1,224.60",KAHT,1965,Condo,522,"$227,500",n/a,"$227,500","$3,685.50"
1 CONGRESS ST.,2,3/26/2003,$1,1,"$30,100",n/a,"$30,100","$2,347.80",KAHT,1965,Condo,"1,002","$315,200",n/a,"$315,200","$5,106.24"
1 CONGRESS ST.,2,7/6/2006,"$11,100",,"$30,100",n/a,"$30,100","$2,347.80",KAHT,1965,Condo,"1,002","$315,200",n/a,"$315,200","$5,106.24"
1 CONGRESS ST.,2,12/9/2000,$10,4,"$28,500",n/a,"$28,500","$2,223.00",KAHT,1965,Condo,950,"$307,600",n/a,"$307,600","$4,983.12"
1 CONGRESS ST.,2,7/24/1984,"$42,400",,"$28,400",n/a,"$28,400","$2,215.20",KAHT,1965,Condo,945,"$306,800",n/a,"$306,800","$4,970.16"
